rank,rider,team,time,cq_points,race_id
17.0,HAGEN Carl Fredrik,IPT,"10""",5,40321
18.0,PICCOLI James,IPT,"10""",5,40321
19.0,LASTRA MARTINEZ Jonathan,CJR,"10""",5,40321
20.0,FERRON Valentin,TEN,"10""",5,40321
21.0,CUADRADO RUIZ DE GAUNA Unai,EUS,"10""",0,40321
22.0,HAMILTON Lucas,BEX,"10""",0,40321
23.0,LANGELLOTTI Victor,BBH,"10""",0,40321
24.0,MADRAZO RUIZ Angel,BBH,"10""",0,40321
25.0,CARRETERO MILLAN Hector,EKP,"10""",0,40321
26.0,DE BOD Stefan,AST,"10""",0,40321
27.0,ADRIA OLIVERAS Roger,EKP,"10""",0,40321
28.0,NAVARRO Elmer,G4G,"13""",0,40321
29.0,ITURRIA SEGUROLA Mikel,EUS,"13""",0,40321
30.0,BIZKARRA ETXEGIBEL Mikel,EUS,"13""",0,40321
31.0,CARTHY Hugh,EFE,"13""",0,40321
1.0,NOLDE Tobias,PUS,"3h00'21""",15,39715
2.0,BIERKENS Tim,ALQ,"01""",10,39715
3.0,PLUTO Martins,ABC,"01""",8,39715
4.0,AALRUST Haakon Lunder,TCO,"01""",7,39715
5.0,BANASZEK Adrian,MSP,"04""",6,39715
6.0,PATERSKI Maciej,VOS,"05""",5,39715
7.0,WEINBERG Roi,ICA,"06""",4,39715
8.0,LENNE Arthur,-,"10""",3,39715
9.0,BANASZEK Alan,MSP,"01'15""",2,39715
10.0,HJEMSAETER Olav,TCO,"01'15""",1,39715
11.0,BARTA Tomas,ATT,"01'15""",0,39715
12.0,LINDNER Tom,PUS,"01'15""",0,39715
13.0,MUNK-OLSEN Oscar,-,"01'15""",0,39715
14.0,HUITING Eskil,-,"01'15""",0,39715
15.0,BLOEM Joren,ABC,"01'15""",0,39715
16.0,HEMING Mika,ATT,"01'15""",0,39715
17.0,KOPECKY Tomas,ABC,"01'15""",0,39715
18.0,VAN DER HORST Dennis,ALQ,"01'15""",0,39715
19.0,HOLEC Richard,SKC,"01'15""",0,39715
20.0,KARL Adam,-,"01'15""",0,39715
1.0,EVENEPOEL Remco,QST,"5h31'44""",220,40325
2.0,SIVAKOV Pavel,IGD,"01'55""",132,40325
3.0,BENOOT Tiesj,TJV,"02'30""",112,40325
4.0,MOLLEMA Bauke,TFS,"03'10""",96,40325
5.0,RODRIGUEZ CANO Carlos,IGD,"03'10""",86,40325
6.0,YATES Simon,BEX,"03'28""",76,40325
7.0,SKUJINS Toms,TFS,"04'09""",66,40325
8.0,SKJELMOSE JENSEN Mattias,TFS,"04'09""",58,40325
9.0,URAN URAN Rigoberto,EFE,"04'09""",52,40325
10.0,ROTA Lorenzo,IWG,"04'09""",46,40325
11.0,ADRIA OLIVERAS Roger,EKP,"04'09""",40,40325
12.0,MOLARD Rudy,GFC,"04'09""",35,40325
13.0,BENNETT George,UAD,"04'09""",30,40325
14.0,BERTHET Clément,ACT,"04'09""",27,40325
15.0,DE BOD Stefan,AST,"04'09""",24,40325
16.0,LASTRA MARTINEZ Jonathan,CJR,"04'09""",21,40325
17.0,NICOLAU BELTRAN Joel,CJR,"04'09""",19,40325
18.0,MARTIN Guillaume,COF,"04'09""",18,40325
19.0,PEDRERO LOPEZ Antonio,MOV,"04'09""",17,40325
20.0,CHAVES RUBIO Jhoan Esteban,EFE,"04'09""",16,40325
21.0,NIBALI Vincenzo,AST,"04'09""",15,40325
22.0,HAGEN Carl Fredrik,IPT,"04'09""",14,40325
23.0,POZZOVIVO Domenico,IWG,"04'09""",13,40325
24.0,HAMILTON Chris,DSM,"04'09""",12,40325
25.0,REICHENBACH Sébastien,GFC,"04'09""",11,40325
26.0,CHAMPOUSSIN Clément,ACT,"04'09""",10,40325
27.0,VELASCO Simone,AST,"04'29""",9,40325
28.0,HÄNNINEN Jaakko,ACT,"04'30""",8,40325
29.0,MÄDER Gino,TBV,"04'32""",7,40325
30.0,IZAGIRRE INSAUSTI Gorka,MOV,"04'54""",6,40325
31.0,BAKELANTS Jan,IWG,"04'54""",5,40325
1.0,RASCH Jesper,ABC,"3h22'32""",15,40324
2.0,PROC Bartlomiej,SWT,,10,40324
3.0,VAN DER HORST Dennis,ALQ,,8,40324
4.0,BOGUSLAWSKI Marceli,MSP,,7,40324
5.0,KARL Adam,-,,6,40324
6.0,LINDNER Tom,PUS,,5,40324
7.0,FRANZ Toni,-,,4,40324
8.0,PLUTO Martins,ABC,,3,40324
9.0,MASCHKE Malte,-,,2,40324
10.0,EINHORN Itamar,IPT,,1,40324
11.0,HJEMSAETER Olav,TCO,,0,40324
12.0,LENNE Arthur,-,,0,40324
13.0,KOSTANSKI Mateusz,VOS,,0,40324
14.0,AALRUST Haakon Lunder,TCO,,0,40324
15.0,JOBBER James,KPT,,0,40324
16.0,BOOTSVELD Jelle,ALQ,,0,40324
17.0,HUITING Eskil,-,,0,40324
18.0,DOLNICEK Marek,SKC,,0,40324
19.0,MADSEN Jakob Gye,-,,0,40324
20.0,PATERSON Aden,ALQ,,0,40324
1.0,AYUSO PESQUERA Juan,UAD,"4h38'31""",80,40328
2.0,PICCOLO Andrea,DRA,,48,40328
3.0,KELDERMAN Wilco,BOH,,40,40328
4.0,FERRON Valentin,TEN,,36,40328
5.0,BUCHMANN Emanuel,BOH,"12""",32,40328
6.0,ARANBURU DEBA Alexander,MOV,"17""",28,40328
7.0,HERRADA LOPEZ Jesus,COF,"17""",24,40328
8.0,BENNETT George,UAD,"17""",20,40328
9.0,VALVERDE BELMONTE Alejandro,MOV,"17""",16,40328
10.0,BARCELO ARAGON Fernando,CJR,"17""",12,40328
11.0,SIMON Julien,TEN,"17""",10,40328
12.0,HINDLEY Jai,BOH,"17""",9,40328
13.0,KONRAD Patrick,BOH,"17""",8,40328
14.0,HAGEN Carl Fredrik,IPT,"17""",7,40328
15.0,SKUJINS Toms,TFS,"17""",6,40328
16.0,GALVAN FERNANDEZ Francisco,EKP,"23""",5,40328
17.0,GESBERT Elie,ARK,"23""",5,40328
18.0,BENNETT Sean,CGS,"24""",5,40328
19.0,NAVARRO GARCIA Daniel,BBH,"26""",5,40328
20.0,POLANC Jan,UAD,"29""",5,40328
21.0,ZUKOWSKY Nickolas,HPM,"30""",0,40328
22.0,LASTRA MARTINEZ Jonathan,CJR,"32""",0,40328
23.0,DE LA PARTE GONZALEZ Victor,TEN,"32""",0,40328
24.0,MARTIN Guillaume,COF,"32""",0,40328
25.0,STEINHAUSER Georg,EFE,"34""",0,40328
26.0,ELISSONDE Kenny,TFS,"45""",0,40328
27.0,BOU COMPANY Joan,EUS,"45""",0,40328
28.0,CORT NIELSEN Magnus,EFE,"01'00""",0,40328
29.0,BARBERO CUESTA Carlos,LTS,"01'00""",0,40328
30.0,JAIME FERNANDEZ Alex,EKP,"01'00""",0,40328
31.0,BARRENETXEA GOLZARRI Jon,CJR,"01'00""",0,40328
1.0,PREVAR Oleksandr,STC,"2h40'36""",15,40592
2.0,KONONENKO Mykhaylo,SBB,"13""",10,40592
3.0,MEIJERS Jeroen,TSG,"14""",8,40592
4.0,ASADOV Elchin,SBB,"15""",7,40592
5.0,EL ARBAOUI Adil,-,"16""",6,40592
6.0,ROSTOVTSEV Sergey,-,"24""",5,40592
7.0,AIT EL ABDIA Anass,-,"26""",4,40592
8.0,ED DOGHMY Achraf,-,"28""",3,40592
9.0,TIRYAKI Oguzhan,STC,"29""",2,40592
10.0,HALMURATOV Muradjan,TCM,"30""",1,40592
11.0,BUTS Vitaliy,SBB,"34""",0,40592
12.0,REGUIGUI Youcef,TSG,"41""",0,40592
13.0,ABAY Burak,STC,"01'20""",0,40592
14.0,EL KOURAJI Mohcine,-,"01'31""",0,40592
15.0,ALAJMI Abdulhadi,KPT,"01'39""",0,40592
16.0,BUDYAK Anatoliy,TSG,"02'27""",0,40592
17.0,ALSAC Mehmet,-,"02'46""",0,40592
18.0,RAKHIMBAEV Behzodbek,TCM,"04'21""",0,40592
19.0,ÖRKEN Ahmet,WGC,"05'11""",0,40592
1.0,no result,-,,0,40153
1.0,WALLIN Rasmus Bøgh,GSH,"4h35'38""",15,40329
2.0,BROGE Nils Lau Nyborg,BPC,"24""",10,40329
3.0,LARSEN Mathias Alexander,GSH,"24""",8,40329
4.0,NIELSEN Sebastian,GSH,"24""",7,40329
5.0,FALK RASMUSSEN Nicklas Lilleskov,-,"24""",6,40329
6.0,LENNARTSSON Hugo,MSA,"24""",5,40329
7.0,ENGGAARD Victor Grue,-,"24""",4,40329
8.0,LØLAND Sakarias Koller,UDT,"24""",3,40329
9.0,THOMSEN Frederik,-,"24""",2,40329
10.0,LINDQUIST Christian Ingeman,GSH,"24""",1,40329
11.0,MENGEL Nikolaj,BPC,"29""",0,40329
12.0,HANSEN Marcus Sander,UDT,"43""",0,40329
13.0,HOLSTAD Ludvik Aspelund,-,"01'44""",0,40329
14.0,SCHEBYE MAEGAARD Jacob,-,"01'48""",0,40329
15.0,AAS Eirik Vang,-,"03'13""",0,40329
16.0,MØRCH KONGSTAD Tobias,GSH,"03'15""",0,40329
17.0,KVAM Kalle Petter Brodahl,-,"03'15""",0,40329
18.0,RØNHEDE Thorolf,-,"03'15""",0,40329
19.0,STALBERG Albin,-,"03'20""",0,40329
20.0,PLUTO Martins,ABC,"03'23""",0,40329
1.0,DINHAM Matthew,BLN,"4h39'57""",15,40359
2.0,PIGANZOLI Davide,-,"31""",10,40359
3.0,JENNER Samuel,BLN,"01'21""",8,40359
4.0,KELEMEN Pavel,ACS,"01'54""",7,40359
5.0,PAIGE Charlie,-,"02'27""",6,40359
6.0,BRUN Nils,TUD,"05'57""",5,40359
7.0,DEBONS Antoine,-,"06'09""",4,40359
8.0,JUILLARD Maximilien,-,"06'44""",3,40359
9.0,PHILIBERT Aurélien,-,"07'04""",2,40359
10.0,QUEMERE Tao,-,"07'16""",1,40359
11.0,LEBRETON Jacques,-,"08'35""",0,40359
12.0,VOISARD Yannis,TUD,"08'57""",0,40359
13.0,MOREY Drew,BLN,"13'51""",0,40359
14.0,DOMINGUEZ VILCHEZ David,-,"14'12""",0,40359
15.0,GUILLOT Jocelyn,-,"16'12""",0,40359
16.0,GERY Nathanaël,-,"17'02""",0,40359
17.0,GUERNALEC Victor,-,"19'31""",0,40359
18.0,BRENANS Emile,-,"19'31""",0,40359
1.0,CAMPENAERTS Victor,LTS,"4h38'47""",80,40595
2.0,STYBAR Zdenek,QST,,48,40595
3.0,KRISTOFF Alexander,IWG,"20""",40,40595
4.0,DE BUYST Jasper,LTS,"20""",36,40595
5.0,BIERMANS Jenthe,IPT,"20""",32,40595
6.0,VAN GESTEL Dries,TEN,"20""",28,40595
7.0,SCOTT Jacob,RDW,"20""",24,40595
8.0,SBARAGLI Kristian,ADC,"20""",20,40595
9.0,VAN TRICHT Stan,QST,"20""",16,40595
10.0,CONSONNI Simone,COF,"20""",12,40595
11.0,GRONDIN Donavan,ARK,"20""",10,40595
12.0,PERRY Benjamin,RDW,"20""",9,40595
13.0,VAN MOER Brent,LTS,"20""",8,40595
14.0,VAN ROOY Kenneth,SVB,"20""",7,40595
15.0,VANMARCKE Sep,IPT,"20""",6,40595
16.0,VERMEERSCH Florian,LTS,"28""",5,40595
17.0,KIELICH Timo,ADD,"01'44""",5,40595
18.0,HEIDERSCHEID Colin,LPC,"01'47""",5,40595
19.0,MENTEN Milan,BWB,"01'47""",5,40595
20.0,VAN ASBROECK Tom,IPT,"01'47""",5,40595
21.0,COQUARD Bryan,COF,"01'47""",0,40595
22.0,DE BONDT Dries,ADC,"01'47""",0,40595
23.0,DE VRIES Hartthijs,MET,"01'47""",0,40595
24.0,BOUTS Jordy,BCY,"01'47""",0,40595
25.0,RELAES Jacob,TIS,"01'47""",0,40595
26.0,ALLEGAERT Piet,COF,"01'47""",0,40595
27.0,MARIT Arne,SVB,"01'47""",0,40595
28.0,TULNER Rens,MET,"01'47""",0,40595
29.0,BEULLENS Cédric,LTS,"01'47""",0,40595
30.0,TEUTENBERG Tim Torn,LPC,"01'47""",0,40595
31.0,DUJARDIN Sandy,TEN,"01'47""",0,40595
1.0,KRISTOFF Alexander,IWG,"4h12'13""",130,40598
2.0,VAN GESTEL Dries,TEN,,78,40598
3.0,CAMPENAERTS Victor,LTS,,66,40598
4.0,DE BUYST Jasper,LTS,"13""",58,40598
5.0,DAINESE Alberto,DSM,"15""",52,40598
6.0,DE LIE Arnaud,LTS,"15""",46,40598
7.0,SIMON Julien,TEN,"15""",40,40598
8.0,MENTEN Milan,BWB,"15""",34,40598
9.0,VAN AVERMAET Greg,ACT,"15""",28,40598
10.0,COQUARD Bryan,COF,"15""",24,40598
11.0,BIERMANS Jenthe,IPT,"15""",20,40598
12.0,BARTHE Cyril,BBK,"15""",18,40598
13.0,DECLERCQ Benjamin,ARK,"15""",16,40598
14.0,TEUGELS Lennert,TIS,"15""",14,40598
15.0,THEUNS Edward,TFS,"15""",12,40598
16.0,APERS Ruben,SVB,"15""",10,40598
17.0,SERRY Pieter,QST,"15""",9,40598
18.0,VLIEGEN Loïc,IWG,"15""",8,40598
19.0,ALLEGAERT Piet,COF,"15""",7,40598
20.0,CONSONNI Simone,COF,"15""",6,40598
21.0,FOUCHE James,BEB,"15""",5,40598
22.0,MARCHAND Gianni,TIS,"15""",5,40598
23.0,PICHON Laurent,ARK,"15""",5,40598
24.0,DESAL Cériel,BWB,"15""",5,40598
25.0,VERMOTE Julien,ADC,"15""",5,40598
26.0,VAN MOER Brent,LTS,"15""",5,40598
27.0,LARSEN Niklas,UXT,"15""",5,40598
28.0,DE GENDT Aimé,IWG,"20""",5,40598
29.0,MCLAY Daniel,ARK,"22""",5,40598
30.0,BEULLENS Cédric,LTS,"24""",5,40598
31.0,CLAEYS Dimitri,IWG,"24""",0,40598
1.0,BUDZINSKI Tomasz,MSP,"4h02'44""",15,40336
2.0,BOROS Michael,EKA,"02""",10,40336
3.0,ZAHALKA Matej,EKA,"06""",8,40336
4.0,REHA Filip,EKA,"06""",7,40336
5.0,GRABIS Mateusz,VOS,"53""",6,40336
6.0,STOSZ Patryk,VOS,"55""",5,40336
7.0,BROZYNA Piotr,MSP,"01'02""",4,40336
8.0,CAMRDA Karel,ATT,"01'11""",3,40336
9.0,TOUPALIK Jakub,EKA,"02'29""",2,40336
10.0,KUKRLE Michael,EKA,"02'29""",1,40336
11.0,SZOSTKA Pawel,SWT,"03'00""",0,40336
12.0,JAKOUBEK Tomas,ATT,"03'28""",0,40336
13.0,SCHMIDT Jakob,PUS,"11'53""",0,40336
14.0,NOLDE Tobias,PUS,"11'53""",0,40336
15.0,LINDNER Tom,PUS,"11'59""",0,40336
16.0,PETR Ondrej,SKC,"12'28""",0,40336
17.0,STEMAN Jip,-,"12'28""",0,40336
18.0,LAPSA Szymon,-,"12'28""",0,40336
19.0,TRIMBORN Sebastian,-,"12'28""",0,40336
20.0,OLSZAR Antoni,-,"12'28""",0,40336
1.0,BONNAMOUR Franck,BBK,"3h47'42""",80,40330
2.0,ROTA Lorenzo,IWG,,48,40330
3.0,TURGIS Anthony,TEN,,40,40330
4.0,MARTIN Guillaume,COF,,36,40330
5.0,VENTURINI Clément,ACT,,32,40330
6.0,DE LIE Arnaud,LTS,"23""",28,40330
7.0,BIERMANS Jenthe,IPT,"24""",24,40330
8.0,SIMON Julien,TEN,"24""",20,40330
9.0,TEUGELS Lennert,TIS,"24""",16,40330
10.0,GATE Aaron,BEB,"24""",12,40330
11.0,DUJARDIN Sandy,TEN,"24""",10,40330
12.0,GOEMAN Andreas,TIS,"24""",9,40330
13.0,PICHON Laurent,ARK,"24""",8,40330
14.0,BARTHE Cyril,BBK,"24""",7,40330
15.0,MARIAULT Axel,UNA,"24""",6,40330
16.0,BARGUIL Warren,ARK,"24""",5,40330
17.0,THOMAS Benjamin,COF,"24""",5,40330
18.0,GAUTHERAT Pierre,ACT,"24""",5,40330
19.0,VOISARD Yannis,TUD,"24""",5,40330
20.0,GILBERT Philippe,LTS,"24""",5,40330
21.0,PETILLI Simone,IWG,"24""",0,40330
22.0,JARNET Maxime,GRL,"24""",0,40330
23.0,SWIFT Connor,ARK,"24""",0,40330
24.0,LECLAINCHE Gwen,GRL,"24""",0,40330
25.0,VALTER Attila,GFC,"24""",0,40330
26.0,PENHOËT Paul,GFC,"24""",0,40330
27.0,PAGE Hugo,IWG,"24""",0,40330
28.0,MARCHAND Gianni,TIS,"24""",0,40330
29.0,PEYSKENS Dimitri,BWB,"24""",0,40330
30.0,CHRISTENSEN Ryan,BEB,"24""",0,40330
31.0,GOUBERT Jean,NMC,"24""",0,40330
1.0,BOROS Michael,EKA,"4h01'07""",15,40704
2.0,CIESLIK Pawel,VOS,,10,40704
3.0,KUKRLE Michael,EKA,"04""",8,40704
4.0,ZAHALKA Matej,EKA,"07""",7,40704
5.0,NOLDE Tobias,PUS,"01'17""",6,40704
6.0,PEKALA Piotr,SWT,"02'07""",5,40704
7.0,TOUPALIK Jakub,EKA,"02'51""",4,40704
8.0,REHA Filip,EKA,"02'51""",3,40704
9.0,CAMRDA Karel,ATT,"05'29""",2,40704
10.0,GRABIS Mateusz,VOS,"09'25""",1,40704
11.0,BIENIEK Damian,-,"09'25""",0,40704
12.0,STACHOWIAK Adam,MSP,"09'25""",0,40704
13.0,TYRPEKL Karel,ATT,"09'25""",0,40704
14.0,OLSZAR Antoni,-,"09'25""",0,40704
15.0,SZOSTKA Pawel,SWT,"09'25""",0,40704
16.0,MURIAS Jakub,VOS,"09'25""",0,40704
17.0,GRUBER Pavel,SKC,"09'59""",0,40704
18.0,GANKO Antoni,-,"10'04""",0,40704
19.0,GIERACKI Patryk,-,"10'04""",0,40704
20.0,MUSIALIK Jakub,-,"13'20""",0,40704
1.0,HAMZA Yacine,-,"3h03'08""",15,40708
2.0,KONONENKO Mykhaylo,SBB,,10,40708
3.0,SAIDI Nassim,-,"01""",8,40708
4.0,TIRYAKI Oguzhan,STC,"01""",7,40708
5.0,BURNETT Marcus,KPT,"01""",6,40708
6.0,BUTS Vitaliy,SBB,"01""",5,40708
7.0,MARUKHIN Daniil,ALT,"01""",4,40708
8.0,ABAY Burak,STC,"02""",3,40708
9.0,EGIN Ali,-,"02""",2,40708
10.0,KUZMIN Anton,ALT,"02""",1,40708
11.0,BASSON Gustav,PRO,"02""",0,40708
12.0,HALMURATOV Muradjan,TCM,"02""",0,40708
13.0,LAGAB Azzedine,-,"03""",0,40708
14.0,REGUIGUI Youcef,TSG,"04""",0,40708
15.0,ORMISTON Callum,PRO,"06""",0,40708
16.0,PREVAR Oleksandr,STC,"07""",0,40708
17.0,MAIN Kent,PRO,"25""",0,40708
18.0,ASADOV Elchin,SBB,"29""",0,40708
19.0,MANSOURI Islam,-,"02'31""",0,40708
20.0,RAKHIMBAEV Behzodbek,TCM,"03'45""",0,40708
1.0,KONONENKO Mykhaylo,SBB,"2h48'21""",15,40333
2.0,MARUKHIN Daniil,ALT,,10,40333
3.0,BUDYAK Anatoliy,TSG,,8,40333
4.0,MAIN Kent,PRO,,7,40333
5.0,ORMISTON Callum,PRO,,6,40333
6.0,HALMURATOV Muradjan,TCM,,5,40333
7.0,LAGAB Azzedine,-,"23""",4,40333
8.0,KUZMIN Anton,ALT,"23""",3,40333
9.0,REMKHI Rudolf,ALT,"23""",2,40333
10.0,ASADOV Elchin,SBB,"56""",1,40333
11.0,BUTS Vitaliy,SBB,"56""",0,40333
12.0,BULUT Samet,STC,"03'15""",0,40333
13.0,ABAY Burak,STC,"04'03""",0,40333
14.0,MANSOURI Islam,-,"04'03""",0,40333
15.0,EYOB Metkel,TSG,"04'03""",0,40333
16.0,BASSON Gustav,PRO,"04'03""",0,40333
17.0,BURNETT Marcus,KPT,"06'33""",0,40333
18.0,ÖZGÜR Batuhan,SBB,"06'33""",0,40333
19.0,MANSOURI Hamza,-,"06'33""",0,40333
20.0,SAYAR Mustafa,SBB,"07'47""",0,40333
1.0,SAINBAYAR Jambaljamts,TSG,"2h28'48""",15,40339
2.0,BUTS Vitaliy,SBB,,10,40339
3.0,HAMZA Yacine,-,,8,40339
4.0,KONONENKO Mykhaylo,SBB,,7,40339
5.0,BASSON Gustav,PRO,,6,40339
6.0,REGUIGUI Youcef,TSG,,5,40339
7.0,TIRYAKI Oguzhan,STC,,4,40339
8.0,ABAY Burak,STC,,3,40339
9.0,ASADOV Elchin,SBB,,2,40339
10.0,RAKHIMBAEV Behzodbek,TCM,,1,40339
11.0,MARUKHIN Daniil,ALT,,0,40339
12.0,EGIN Ali,-,,0,40339
13.0,SHTEIN Iogan,ALT,,0,40339
14.0,BURNETT Marcus,KPT,,0,40339
15.0,ÖZGÜR Batuhan,SBB,,0,40339
16.0,EYOB Metkel,TSG,,0,40339
17.0,WATTELLE Célestin,TND,"08""",0,40339
18.0,KHATPIN Nurzhan,ALT,"13""",0,40339
19.0,GOK Ali,-,"16""",0,40339
20.0,SALEH Muhammad Zamri,TSG,"16""",0,40339
1.0,DE LIE Arnaud,LTS,"2h25'11""",80,40334
2.0,LAWLESS Christopher,TEN,,48,40334
3.0,VAN ROOY Kenneth,SVB,,40,40334
4.0,MENTEN Milan,BWB,,36,40334
5.0,VAN KESSEL Corné,IWG,,32,40334
6.0,DEVRIENDT Tom,IWG,,28,40334
7.0,VAN GESTEL Dries,TEN,,24,40334
8.0,MARIT Arne,SVB,,20,40334
9.0,PASQUALON Andrea,IWG,,16,40334
10.0,BOMBOI Davide,EHS,,12,40334
11.0,BOUTS Jordy,BCY,,10,40334
12.0,DE VYLDER Lindsay,SVB,,9,40334
13.0,DISSEL Bram,BCY,,8,40334
14.0,MARECZKO Jakub,ADC,,7,40334
15.0,GOEMAN Andreas,TIS,,6,40334
16.0,VERMELTFOORT Coen,VWE,,5,40334
17.0,BLOEM Joren,ABC,,5,40334
18.0,CHRISTENSEN Ryan,BEB,,5,40334
19.0,DE VRIES Hartthijs,MET,,5,40334
20.0,D'HEYGERE Gil,MCT,,5,40334
21.0,VERHEYEN Maarten,EVO,,0,40334
22.0,VANDEVELDE Yentl,MCT,,0,40334
23.0,SELIG Rüdiger,LTS,,0,40334
24.0,JUNTUNEN Antti-Jussi,ABC,,0,40334
25.0,BLOUWE Louis,BWB,,0,40334
26.0,VAN SINTMAARTENSDIJK Daan,VWE,,0,40334
27.0,WILLEMS Thimo,MCT,,0,40334
28.0,VANOVERSCHELDE Kobe,TIS,,0,40334
29.0,LAMBRECHT Michiel,BWB,,0,40334
30.0,VERGOTE Diel,EHS,,0,40334
31.0,VANHOOF Ward,SVB,,0,40334
1.0,KUZMIN Anton,ALT,"3h48'16""",15,40335
2.0,MAIN Kent,PRO,"16""",10,40335
3.0,BUDYAK Anatoliy,TSG,"01'02""",8,40335
4.0,SAINBAYAR Jambaljamts,TSG,"01'58""",7,40335
5.0,BASSON Gustav,PRO,"03'20""",6,40335
6.0,ABAY Burak,STC,"03'20""",5,40335
7.0,KHATPIN Nurzhan,ALT,"03'21""",4,40335
8.0,LAGAB Azzedine,-,"04'19""",3,40335
9.0,MARUKHIN Daniil,ALT,"04'20""",2,40335
10.0,REMKHI Rudolf,ALT,"04'22""",1,40335
11.0,SAYAR Mustafa,SBB,"05'03""",0,40335
12.0,EYOB Metkel,TSG,"05'39""",0,40335
13.0,BULUT Samet,STC,"05'39""",0,40335
14.0,ASADOV Elchin,SBB,"06'31""",0,40335
15.0,HALMURATOV Muradjan,TCM,"06'31""",0,40335
16.0,EGIN Ali,-,"06'31""",0,40335
17.0,PREVAR Oleksandr,STC,"06'32""",0,40335
18.0,SUNNATOV Akramjon,TCM,"07'12""",0,40335
19.0,ORMISTON Callum,PRO,"07'12""",0,40335
20.0,SHTEIN Iogan,ALT,"08'17""",0,40335
1.0,HALLER Marco,BOH,"4h37'23""",220,40337
2.0,VAN AERT Wout,TJV,,132,40337
3.0,HERMANS Quinten,IWG,,112,40337
4.0,NARVAEZ PRADO Jhonatan Manuel,IGD,,96,40337
5.0,KONRAD Patrick,BOH,"04""",86,40337
6.0,PHILIPSEN Jasper,ADC,"10""",76,40337
7.0,BAUHAUS Phil,TBV,"10""",66,40337
8.0,HOFSTETTER Hugo,ARK,"10""",58,40337
9.0,KANTER Max,MOV,"10""",52,40337
10.0,KRISTOFF Alexander,IWG,"10""",46,40337
11.0,BOASSON HAGEN Edvald,TEN,"10""",40,40337
12.0,TRENTIN Matteo,UAD,"10""",35,40337
13.0,MEZGEC Luka,BEX,"10""",30,40337
14.0,GARCIA CORTINA Ivan,MOV,"10""",27,40337
15.0,ZINGLE Axel,COF,"10""",24,40337
16.0,SCARONI Christian,AST,"10""",21,40337
17.0,BETTIOL Alberto,EFE,"10""",19,40337
18.0,WELTEN Bram,GFC,"10""",18,40337
19.0,LOUVEL Matis,ARK,"10""",17,40337
20.0,VAN DEN BERG Marijn,EFE,"10""",16,40337
21.0,BIERMANS Jenthe,IPT,"10""",15,40337
22.0,SENECHAL Florian,QST,"10""",14,40337
23.0,HOELGAARD Markus,TFS,"10""",13,40337
24.0,POLITT Nils,BOH,"10""",12,40337
25.0,VIVIANI Elia,IGD,"10""",11,40337
26.0,ZIMMERMANN Georg,IWG,"10""",10,40337
27.0,VAN AVERMAET Greg,ACT,"10""",9,40337
28.0,VAN MOER Brent,LTS,"10""",8,40337
29.0,GIBBONS Ryan,UAD,"10""",7,40337
30.0,JAKOBSEN Fabio,QST,"10""",6,40337
31.0,SAGAN Peter,TEN,"10""",5,40337
1.0,DE LIE Arnaud,LTS,"4h32'45""",80,40340
2.0,DEMARE Arnaud,GFC,,48,40340
3.0,DE BUYST Jasper,LTS,,40,40340
4.0,VAN GESTEL Dries,TEN,,36,40340
5.0,NIZZOLO Giacomo,IPT,,32,40340
6.0,APERS Ruben,SVB,,28,40340
7.0,PASQUALON Andrea,IWG,,24,40340
8.0,WELTEN Bram,GFC,,20,40340
9.0,DE BONDT Dries,ADC,,16,40340
10.0,ALLEGAERT Piet,COF,,12,40340
11.0,BIERMANS Jenthe,IPT,,10,40340
12.0,MEZGEC Luka,BEX,,9,40340
13.0,VAN ASBROECK Tom,IPT,,8,40340
14.0,BROWN Jim,RDW,,7,40340
15.0,HOFSTETTER Hugo,ARK,,6,40340
16.0,DE POOTER Dries,IWG,,5,40340
17.0,MARIT Arne,SVB,,5,40340
18.0,GELEIJN Owen,JVD,,5,40340
19.0,SIMMONS Colby,JVD,,5,40340
20.0,ROBEET Ludovic,BWB,,5,40340
21.0,VANHOOF Ward,SVB,,0,40340
22.0,GOEMAN Andreas,TIS,,0,40340
23.0,WILLEMS Thimo,MCT,,0,40340
24.0,SCOTT Jacob,RDW,"07""",0,40340
25.0,DE VRIES Hartthijs,MET,"07""",0,40340
26.0,GATE Aaron,BEB,"07""",0,40340
27.0,VANDEVELDE Yentl,MCT,"07""",0,40340
28.0,VERVENNE Jonathan,EHS,"07""",0,40340
29.0,GRAAT Tijmen,JVD,"07""",0,40340
30.0,DILLIER Silvan,ADC,"07""",0,40340
31.0,KIELICH Timo,ADC,"07""",0,40340
1.0,LOUVEL Matis,ARK,"4h24'35""",80,40341
2.0,DEMARE Arnaud,GFC,"08""",48,40341
3.0,VAN GESTEL Dries,TEN,"08""",40,40341
4.0,PHILIPSEN Jasper,ADC,"13""",36,40341
5.0,VAN ROOY Kenneth,SVB,"14""",32,40341
6.0,DUJARDIN Sandy,TEN,"14""",28,40341
7.0,ZINGLE Axel,COF,"14""",24,40341
8.0,DE BUYST Jasper,LTS,"14""",20,40341
9.0,MENTEN Milan,BWB,"14""",16,40341
10.0,LETH (HANSEN) Lasse Norman,UXT,"14""",12,40341
11.0,BOASSON HAGEN Edvald,TEN,"14""",10,40341
12.0,BOIVIN Guillaume,IPT,"14""",9,40341
13.0,BAGIOLI Andrea,QST,"14""",8,40341
